"","Created","Baro..mbar.","Temp..C.","RDO..mg.L.","RDO.Sat....","pH..pH.","ORP..mV.","Act.Cond..µS.cm.","Sp.Cond..µS.cm.","Salinity..psu.","Resist..Ohm.cm.","Density..g.cm.3.","TDS..ppt.","Depth..m.","Pressure..psi.","Air.Temp..C.","YearDay"
"1","","","","","","","","","","","","","","","","",""
"2","2019-03-06 09:35:21","1002.6","1.51","13.97","100.7","8.8","53.2","52.5","95.5","0","19037","1","0","0.11","0.313","3.7","65"
"3","2019-03-06 09:35:26","1002.6","1.35","14.3","103.1","8.72","54.4","52.1","94.6","0","19183","1","0","0.02","0.182","3.7","65"
"4","2019-03-06 09:35:36","1002.5","1.3","14.52","104.2","8.66","55.4","51.9","94.8","0","19264","1","0","0.05","0.227","3.5","65"
"5","2019-03-06 09:35:56","1002.5","0.9","14.79","105.3","8.55","57.7","51.6","95.2","0","19363","1","0","0.02","0.181","3.2","65"
"6","2019-03-06 09:36:06","1002.6","0.93","14.93","106","8.5","60.4","51.8","95.9","0","19291","1","0","0.01","0.172","3.1","65"
"7","2019-03-06 09:36:16","1002.6","0.67","14.97","105.9","8.32","63.9","51.5","95.7","0","19422","1","0","0.12","0.317","3","65"
"8","2019-03-06 09:36:26","1002.6","0.66","15.12","106.4","8.4","58.6","51.8","97","0","19289","1","0","0.02","0.172","2.8","65"
"9","2019-03-06 09:36:36","1002.6","0.63","15.11","106.6","8.23","63","51.7","96.4","0","19334","1","0","0.1","0.3","2.7","65"
"10","2019-03-06 09:36:46","1002.6","0.58","15.18","106.8","8.22","61.7","51.5","96.5","0","19404","1","0","0.13","0.335","2.6","65"
"11","2019-03-06 09:36:56","1002.5","0.51","15.22","106.9","8.2","60.5","51.5","96.7","0","19401","1","0","0.16","0.373","2.5","65"
"12","2019-03-06 09:37:06","1002.6","0.51","15.2","106.6","8.16","61","51.6","96.9","0","19393","1","0","0.45","0.792","2.3","65"
"13","2019-03-06 09:37:16","1002.6","0.83","15.33","107.6","8.14","60.7","52","97.6","0","19248","1","0","0.71","1.164","2.2","65"
"14","2019-03-06 09:37:26","1002.6","2.08","15.35","109.9","8.1","58.9","52","95.2","0","19233","1","0","1.09","1.701","2.1","65"
"15","2019-03-06 09:37:36","1002.7","2.2","14.57","107.5","8.11","57.7","52.1","91.9","0","19177","1","0","0.99","1.563","2","65"
"16","2019-03-06 09:37:46","1002.6","2.19","14.2","104.4","8.11","57.5","52.1","92.3","0","19196","1","0","0.99","1.564","1.9","65"
"17","2019-03-06 09:37:56","1002.6","2.29","14.03","103.4","8.12","56.7","52.1","91.9","0","19212","1","0","1","1.567","1.8","65"
"18","2019-03-06 09:38:06","1002.6","2.29","13.95","102.8","8.12","56.3","52","91.8","0","19227","1","0","1","1.567","1.8","65"
"19","2019-03-06 09:38:16","1002.6","2.29","13.92","102.6","8.12","56.1","52","91.8","0","19240","1","0","1","1.576","1.7","65"
"20","2019-03-06 09:38:26","1002.6","2.32","13.9","102.4","8.12","55.8","51.9","91.7","0","19249","1","0","1.01","1.587","1.6","65"
"21","2019-03-06 09:38:36","1002.6","2.34","13.87","102.3","8.11","55.7","52","91.7","0","19221","1","0","1.01","1.583","1.6","65"
"22","2019-03-06 09:38:46","1002.7","2.5","13.86","102.3","8.01","59.8","52","91.6","0","19218","1","0","1.13","1.751","1.5","65"
"23","2019-03-06 09:38:56","1002.6","3.16","13.75","102.8","8.02","58.3","52.5","91","0","19065","1","0","1.54","2.335","1.5","65"
"24","2019-03-06 09:39:06","1002.6","3.33","13.42","101.3","8.01","57.7","52.9","90.5","0","18916","1","0","1.79","2.692","1.4","65"
"25","2019-03-06 09:39:16","1002.6","3.42","13.18","100","7.98","60","53","90.3","0","18879","1","0","1.91","2.87","1.4","65"
"26","2019-03-06 09:39:26","1002.6","3.48","13.01","98.9","7.97","60","53.1","90.2","0","18835","1","0","2.1","3.139","1.3","65"
"27","2019-03-06 09:39:36","1002.6","3.52","12.87","98","7.99","60","53.2","90.1","0","18808","1","0","2.01","3.017","1.3","65"
"28","2019-03-06 09:39:46","1002.7","3.48","12.79","97.4","7.99","57.8","53.1","90.1","0","18815","1","0","2.01","3.008","1.3","65"
"29","2019-03-06 09:39:56","1002.7","3.52","12.78","97.2","7.93","60.1","53.1","90.2","0","18827","1","0","2.05","3.072","1.2","65"
"30","2019-03-06 09:40:06","1002.6","3.53","12.74","97.1","7.98","58.1","53.1","90.1","0","18826","1","0","2.05","3.068","1.2","65"
"31","2019-03-06 09:40:16","1002.6","3.53","12.73","97","7.99","57.7","53.1","90","0","18835","1","0","2.05","3.068","1.1","65"
"32","2019-03-06 09:40:26","1002.6","3.56","12.71","96.8","7.9","61.4","53.1","90","0","18830","1","0","2.1","3.144","1.1","65"
"33","2019-03-06 09:40:36","1002.6","3.66","12.62","96.4","7.89","62","53.2","89.9","0","18789","1","0","2.78","4.106","1.1","65"
"34","2019-03-06 09:40:46","1002.6","3.68","12.23","93.5","7.91","60","53.4","90","0","18743","1","0","3.12","4.581","1","65"
"35","2019-03-06 09:40:56","1002.6","3.69","11.95","91.5","7.91","61.2","53.4","90","0","18715","1","0","2.97","4.375","0.9","65"
"36","2019-03-06 09:41:06","1002.5","3.68","11.85","90.7","7.91","59.7","53.4","90.1","0","18711","1","0","3","4.417","0.8","65"
"37","2019-03-06 09:41:16","1002.7","3.68","11.82","90.4","7.92","59.3","53.4","90.1","0","18722","1","0","3","4.422","0.8","65"
"38","2019-03-06 09:41:26","1002.6","3.68","11.81","90.3","7.92","59.2","53.4","90.1","0","18721","1","0","2.99","4.405","0.7","65"
"39","2019-03-06 09:41:46","1002.7","3.68","11.79","90.2","7.92","59.2","53.4","90.1","0","18725","1","0","3","4.418","0.6","65"
"40","2019-03-06 09:41:56","1002.7","3.68","11.79","90.2","7.92","59.2","53.5","90.2","0","18707","1","0","3","4.416","0.6","65"
"41","2019-03-06 09:42:06","1002.7","3.69","11.79","90.2","7.91","59.3","53.4","90.1","0","18716","1","0","3.01","4.429","0.6","65"
"42","2019-03-06 09:42:16","1002.8","3.73","11.79","90.2","7.81","63.7","53.4","90.1","0","18710","1","0","3.2","4.709","0.5","65"
"43","2019-03-06 09:42:26","1002.6","3.8","11.62","89.1","7.82","62.5","53.7","90.2","0","18635","1","0","4.12","6.007","0.5","65"
"44","2019-03-06 09:42:36","1002.7","3.83","11.32","86.9","7.83","62.3","53.8","90.4","0","18586","1","0","4.04","5.897","0.4","65"
"45","2019-03-06 09:42:46","1002.7","3.83","11.11","85.3","7.83","61.6","53.8","90.4","0","18583","1","0","4","5.833","0.4","65"
