"","Created","Baro..mbar.","Temp..C.","RDO..mg.L.","RDO.Sat....","pH..pH.","ORP..mV.","Act.Cond..µS.cm.","Sp.Cond..µS.cm.","Salinity..psu.","Resist..Ohm.cm.","Density..g.cm.3.","TDS..ppt.","Depth..m.","Pressure..psi.","Air.Temp..C.","YearDay"
"1","","","","","","","","","","","","","","","","",""
"2","2019-03-11 12:24:28","998.3","8.97","10.91","95.8","4.69","14.8","0","0","0","10000000","1","0","-0.1","0.01","14.5","70"
"3","2019-03-11 12:24:30","998.3","8.69","10.91","95.8","13.68","124","0","0","0","10000000","1","0","-0.1","0.01","14.5","70"
"4","2019-03-11 12:24:40","998.4","1.7","12.01","90.2","8.62","102.4","38.2","66.2","0","26165","1","0","-0.09","0.026","14.4","70"
"5","2019-03-11 12:24:49","998.4","1.14","12.77","92.2","8.59","100.8","36.7","66.7","0","27281","1","0","-0.06","0.06","14.2","70"
"6","2019-03-11 12:25:00","998.4","1.32","12.89","92.4","8.59","96","35.8","65.8","0","27901","1","0","-0.07","0.052","14.1","70"
"7","2019-03-11 12:25:09","998.4","1.56","12.76","92.3","8.56","92.9","36.3","65.9","0","27585","1","0","-0.07","0.05","14","70"
"8","2019-03-11 12:25:19","998.5","1.51","12.63","91.8","8.51","92.2","36.4","65.8","0","27443","1","0","-0.07","0.056","13.9","70"
"9","2019-03-11 12:25:29","998.5","1.5","12.74","92","8.49","90.2","36.3","66","0","27578","1","0","-0.06","0.072","13.8","70"
"10","2019-03-11 12:25:39","998.5","1.52","12.69","91.9","8.48","88.1","36.5","66.2","0","27412","1","0","-0.05","0.075","13.7","70"
"11","2019-03-11 12:25:49","998.4","1.46","12.71","92","8.47","86.6","36.6","66.3","0","27343","1","0","-0.06","0.064","13.6","70"
"12","2019-03-11 12:25:59","998.4","0.72","12.85","92.1","8.31","93.1","35.3","64.8","0","28345","1","0","0.34","0.628","13.5","70"
"13","2019-03-11 12:26:09","998.5","2.08","13.06","94.8","8.24","91.5","46.2","83.5","0","21654","1","0","0.75","1.218","13.5","70"
"14","2019-03-11 12:26:19","998.4","2.35","12.78","94","8.13","93","51.3","91.3","0","19482","1","0","0.8","1.283","13.4","70"
"15","2019-03-11 12:26:30","998.5","2.76","12.22","91.2","8.15","88.9","56.6","98.9","0","17672","1","0","0.86","1.375","13.3","70"
"16","2019-03-11 12:26:39","998.5","2.81","11.71","87.9","8.14","87.7","57.3","99.5","0","17451","1","0","0.86","1.369","13.2","70"
"17","2019-03-11 12:26:50","998.5","3.05","11.42","85.7","8.09","88.7","56.5","98.2","0","17684","1","0","0.93","1.468","13.1","70"
"18","2019-03-11 12:26:59","998.5","3.07","10.79","81.5","8.05","87.2","58.2","100.1","0","17193","1","0","0.98","1.548","13","70"
"19","2019-03-11 12:27:10","998.5","3.01","10.49","79.2","8.07","84.7","58","100","0","17239","1","0","0.94","1.482","12.9","70"
"20","2019-03-11 12:27:19","998.5","3.03","10.43","78.7","8.08","83.7","57.9","99.9","0","17263","1","0","0.95","1.5","12.8","70"
"21","2019-03-11 12:27:30","998.5","3.04","10.4","78.5","8.07","83","58","99.9","0","17245","1","0","0.98","1.546","12.7","70"
"22","2019-03-11 12:27:39","998.5","3.8","10.44","79","7.99","84","58.8","101","0","17015","1","0","1.49","2.267","12.5","70"
"23","2019-03-11 12:27:50","998.5","3.97","10.07","77.9","7.98","84","61.1","102.2","0","16377","1","0","1.8","2.71","12.4","70"
"24","2019-03-11 12:27:59","998.4","3.98","9.85","76.3","8.01","82.4","61.1","102.2","0","16356","1","0","1.96","2.945","12.2","70"
"25","2019-03-11 12:28:09","998.5","3.98","9.75","75.5","8.02","81.7","61.1","102.1","0","16368","1","0","1.96","2.935","12","70"
"26","2019-03-11 12:28:19","998.5","3.98","9.71","75.2","8.02","81.5","61","102","0","16382","1","0","1.96","2.932","11.8","70"
"27","2019-03-11 12:28:29","998.5","4.01","9.67","74.9","7.99","82.5","61.1","102.1","0","16371","1","0","1.96","2.943","11.6","70"
"28","2019-03-11 12:28:39","998.5","4.02","9.62","74.6","7.99","82","61.1","102","0","16365","1","0","1.98","2.968","11.4","70"
"29","2019-03-11 12:28:49","998.6","4.03","9.6","74.4","7.99","81.8","61.1","101.9","0","16363","1","0","1.99","2.985","11.3","70"
"30","2019-03-11 12:28:59","998.5","4.03","9.59","74.3","7.99","81.5","61.1","101.9","0","16372","1","0","2","2.993","11.1","70"
"31","2019-03-11 12:29:09","998.6","4.03","9.58","74.3","7.99","81.3","61.1","101.9","0","16376","1","0","2","2.999","10.9","70"
"32","2019-03-11 12:29:20","998.5","4.08","9.58","74.3","7.93","85.1","61.2","102.1","0","16335","1","0","2","2.993","10.7","70"
"33","2019-03-11 12:29:29","998.5","4.08","9.51","73.8","7.88","85.5","61.2","101.9","0","16342","1","0","2.59","3.841","10.5","70"
"34","2019-03-11 12:29:39","998.5","4.13","9.51","73.8","7.89","83.6","61.3","102.1","0","16317","1","0","2.91","4.289","10.4","70"
"35","2019-03-11 12:29:49","998.5","4.13","9.47","73.6","7.92","82.2","61.5","102.3","0","16257","1","0","2.95","4.349","10.2","70"
"36","2019-03-11 12:30:00","998.5","4.13","9.42","73.2","7.93","81.8","61.4","102.1","0","16280","1","0","2.95","4.341","10","70"
"37","2019-03-11 12:30:09","998.5","4.13","9.4","73","7.91","82.6","61.5","102.2","0","16270","1","0","2.96","4.355","9.9","70"
"38","2019-03-11 12:30:20","998.5","4.15","9.39","73","7.88","83.5","61.5","102.3","0","16258","1","0","2.98","4.391","9.7","70"
"39","2019-03-11 12:30:29","998.5","4.15","9.38","72.9","7.9","82.3","61.5","102.3","0","16248","1","0","2.99","4.398","9.6","70"
"40","2019-03-11 12:30:40","998.6","4.15","9.37","72.9","7.91","81.9","61.6","102.3","0","16244","1","0","2.99","4.399","9.5","70"
"41","2019-03-11 12:30:49","998.5","4.16","9.36","72.8","7.91","81.6","61.5","102.2","0","16249","1","0","3","4.417","9.4","70"
"42","2019-03-11 12:30:59","998.6","4.18","9.33","72.6","7.83","84.7","61.6","102.3","0","16236","1","0","3.15","4.638","9.3","70"
"43","2019-03-11 12:31:09","998.6","4.26","9.24","72","7.82","85.1","62.6","103.7","0","15976","1","0","3.46","5.072","9.2","70"
"44","2019-03-11 12:31:19","998.6","4.38","8.99","70.3","7.82","84.1","63.6","105","0","15717","1","0","3.79","5.537","9.1","70"
"45","2019-03-11 12:31:30","998.6","4.39","8.8","68.8","7.84","82.6","63.7","105.1","0","15701","1","0","3.87","5.659","9","70"
"46","2019-03-11 12:31:39","998.6","4.39","8.75","68.5","7.83","84.5","63.7","105.1","0","15691","1","0","3.87","5.653","8.9","70"
"47","2019-03-11 12:31:49","998.7","4.44","8.7","68.2","7.82","84.3","64.1","105.5","0","15608","1","0","4.12","6.011","8.9","70"
"48","2019-03-11 12:31:59","998.7","4.44","8.62","67.6","7.78","84.5","64.2","105.7","0","15573","1","0","4.09","5.972","8.8","70"
"49","2019-03-11 12:32:09","998.6","4.44","8.58","67.2","7.8","83.1","64.1","105.6","0","15597","1","0","4.06","5.929","8.8","70"
"50","2019-03-11 12:32:19","998.6","4.43","8.55","67","7.81","82.2","64.1","105.5","0","15606","1","0","4.06","5.932","8.7","70"
"51","2019-03-11 12:32:30","998.6","4.44","8.54","66.9","7.82","82","64","105.5","0","15616","1","0","4.07","5.944","8.7","70"
"52","2019-03-11 12:32:39","998.5","4.44","8.56","67","7.76","85.1","62.8","103.6","0","15918","1","0","4.1","5.985","8.7","70"
"53","2019-03-11 12:32:50","998.6","4.49","8.37","65.6","7.74","84.2","65","106.9","0","15383","1","0","4.52","6.576","8.7","70"
