"","Created","Baro..mbar.","Temp..C.","RDO..mg.L.","RDO.Sat....","pH..pH.","ORP..mV.","Act.Cond..µS.cm.","Sp.Cond..µS.cm.","Salinity..psu.","Resist..Ohm.cm.","Density..g.cm.3.","TDS..ppt.","Depth..m.","Pressure..psi.","Air.Temp..C.","YearDay"
"1","","","","","","","","","","","","","","","","",""
"2","2016-05-12 08:30:31","1013","13.31","10.34","98.9","8.04","146","41.4","53.3","0","24139","0.999","0","0.33","0.466","17.5","133"
"3","2016-05-12 08:30:31","1013","13.02","10.34","98.9","8.04","134.3","41.4","53.3","0","24139","0.999","0","0.33","0.466","17.5","133"
"4","2016-05-12 08:30:41","1013","12.71","10.55","99.8","8.03","125.6","40.8","53.1","0","24512","0.999","0","0.47","0.672","17.5","133"
"5","2016-05-12 08:30:51","1012.9","12.5","10.7","100.7","8.02","118.1","40.7","53.4","0","24571","0.999","0","0.79","1.125","17.6","133"
"6","2016-05-12 08:31:01","1013","12.4","10.69","100.4","8.03","111.2","40.3","53","0","24787","0.999","0","0.93","1.317","17.6","133"
"7","2016-05-12 08:31:11","1013","12.2","10.75","100.4","8.03","104.9","40.2","53.1","0","24877","0.999","0","1.01","1.429","17.7","133"
"8","2016-05-12 08:31:21","1013","12.03","10.8","100.3","8.03","100.6","40.1","53.2","0","24950","1","0","1.09","1.557","17.8","133"
"9","2016-05-12 08:31:31","1013","11.94","10.81","100.3","8.02","96.7","40.1","53.4","0","24956","1","0","1.15","1.631","17.9","133"
"10","2016-05-12 08:31:41","1012.9","11.86","10.83","100.3","8.02","92.7","40.1","53.5","0","24957","1","0","1.22","1.732","18","133"
"11","2016-05-12 08:31:51","1013","11.6","10.89","100.4","8.01","89.8","40","53.6","0","24998","1","0","1.3","1.854","18.1","133"
"12","2016-05-12 08:32:01","1012.9","11.52","10.94","100.6","8.01","87.2","40","53.8","0","24998","1","0","1.29","1.83","18.2","133"
"13","2016-05-12 08:32:11","1012.9","11.43","10.96","100.5","8","85.4","40","53.9","0","24995","1","0","1.28","1.826","18.3","133"
"14","2016-05-12 08:32:21","1012.9","11.34","11.01","100.8","8","83.8","39.9","53.9","0","25052","1","0","1.3","1.845","18.4","133"
"15","2016-05-12 08:32:31","1012.9","11.25","11.06","101","7.99","82.6","39.9","54","0","25081","1","0","1.29","1.834","18.6","133"
"16","2016-05-12 08:32:41","1013","11.16","11.06","100.8","7.97","81.6","39.9","54.2","0","25048","1","0","1.32","1.872","18.7","133"
"17","2016-05-12 08:32:51","1012.9","11.15","11.05","100.7","7.97","80.3","39.9","54.2","0","25069","1","0","1.32","1.873","18.8","133"
"18","2016-05-12 08:33:01","1012.9","11.11","11.07","100.8","7.96","79.6","39.8","54.2","0","25097","1","0","1.32","1.881","19","133"
"19","2016-05-12 08:33:11","1012.9","11.07","11.11","101.1","7.94","79.3","39.8","54.2","0","25096","1","0","1.34","1.909","19.1","133"
"20","2016-05-12 08:33:21","1013","11.04","11.12","101","7.94","78.5","39.9","54.3","0","25085","1","0","1.34","1.912","19.2","133"
"21","2016-05-12 08:33:31","1013","11.01","11.13","101","7.93","77.8","39.9","54.4","0","25079","1","0","1.34","1.912","19.4","133"
"22","2016-05-12 08:33:41","1013","11.01","11.14","101.1","7.92","77.4","39.9","54.5","0","25054","1","0","1.42","2.02","19.5","133"
"23","2016-05-12 08:33:51","1013","11.01","11.14","101.1","7.91","77.1","39.9","54.5","0","25032","1","0","1.47","2.096","19.6","133"
