"","Created","Baro..mbar.","Temp..C.","RDO..mg.L.","RDO.Sat....","pH..pH.","ORP..mV.","Act.Cond..µS.cm.","Sp.Cond..µS.cm.","Salinity..psu.","Resist..Ohm.cm.","Density..g.cm.3.","TDS..ppt.","Depth..m.","Pressure..psi.","Air.Temp..C.","YearDay"
"1","","","","","","","","","","","","","","","","",""
"2","2019-03-19 12:56:16","1018.7","1.46","12.92","91.6","8.42","79.7","33.3","60.6","0","29992","1","0","0","0.156","12.2","78"
"3","2019-03-19 12:56:18","1018.7","1.35","12.92","91.6","8.46","76.3","33.3","60.6","0","29992","1","0","0","0.156","12.2","78"
"4","2019-03-19 12:56:28","1018.7","1.2","13","91.8","8.47","72.8","34.6","63.1","0","28883","1","0","-0.01","0.134","12.1","78"
"5","2019-03-19 12:56:38","1018.7","1.39","13","91.8","8.49","69.8","33.4","60.9","0","29969","1","0","-0.02","0.118","12","78"
"6","2019-03-19 12:56:48","1018.7","0.88","12.93","91.5","8.39","72.8","33.7","61.3","0","29685","1","0","0.06","0.234","12","78"
"7","2019-03-19 12:56:58","1018.6","0.51","13.39","92.8","8.34","73","32.8","61.4","0","30452","1","0","0.09","0.275","11.9","78"
"8","2019-03-19 12:57:08","1018.7","0.56","13.49","93","8.34","71","33.3","62.5","0","30075","1","0","0.29","0.559","11.8","78"
"9","2019-03-19 12:57:18","1018.7","1.14","13.51","93.7","8.31","70.2","32.8","61.2","0","30523","1","0","1.06","1.659","11.7","78"
"10","2019-03-19 12:57:28","1018.7","1.26","12.76","89.9","8.33","68.6","32.6","59.7","0","30641","1","0","1.06","1.664","11.6","78"
"11","2019-03-19 12:57:38","1018.7","1.25","13.01","91.3","8.3","68.8","31.4","57.7","0","31878","1","0","1.07","1.679","11.6","78"
"12","2019-03-19 12:57:48","1018.7","1.4","12.4","87.6","8.33","67.3","32.8","59.9","0","30448","1","0","1.06","1.665","11.5","78"
"13","2019-03-19 12:57:58","1018.8","1.46","12.25","86.7","8.33","66.6","32.7","59.5","0","30558","1","0","1.06","1.654","11.4","78"
"14","2019-03-19 12:58:08","1018.7","1.46","12.17","86.3","8.33","66.4","32.7","59.4","0","30573","1","0","1.07","1.669","11.3","78"
"15","2019-03-19 12:58:18","1018.8","1.47","12.12","85.9","8.34","66.1","32.7","59.4","0","30564","1","0","1.06","1.653","11.2","78"
"16","2019-03-19 12:58:28","1018.8","1.46","12.07","85.6","8.34","65.8","32.7","59.3","0","30604","1","0","1.05","1.639","11.2","78"
"17","2019-03-19 12:58:38","1018.7","1.46","12.05","85.4","8.34","65.7","32.7","59.3","0","30618","1","0","1.04","1.637","11.1","78"
"18","2019-03-19 12:58:48","1018.8","1.46","12.04","85.3","8.33","65.7","32.7","59.4","0","30583","1","0","1.04","1.637","11","78"
"19","2019-03-19 12:59:08","1018.8","1.46","11.99","85","8.33","65.7","32.6","59.3","0","30643","1","0","1.04","1.636","10.8","78"
"20","2019-03-19 12:59:18","1018.7","1.46","11.96","84.8","8.33","65.8","32.7","59.4","0","30606","1","0","1.05","1.644","10.7","78"
"21","2019-03-19 12:59:28","1018.8","1.46","11.95","84.7","8.33","65.9","32.7","59.3","0","30617","1","0","1.05","1.645","10.6","78"
"22","2019-03-19 12:59:38","1018.7","1.87","12.51","88.6","8.23","69.1","32.5","59","0","30802","1","0","1.57","2.39","10.5","78"
"23","2019-03-19 12:59:48","1018.8","2.39","12.62","90.6","8.23","68.7","33.2","59.3","0","30158","1","0","2.14","3.191","10.4","78"
"24","2019-03-19 12:59:58","1018.9","2.4","12.15","88.3","8.25","68.8","33.8","59.5","0","29585","1","0","2.13","3.185","10.4","78"
"25","2019-03-19 13:00:08","1018.8","2.39","12.17","88.5","8.23","69.6","33.8","59.5","0","29582","1","0","2.09","3.124","10.3","78"
"26","2019-03-19 13:00:18","1018.8","2.4","12.19","88.7","8.23","69.5","33.9","59.6","0","29537","1","0","2.08","3.102","10.2","78"
"27","2019-03-19 13:00:28","1018.7","2.5","12.23","89.1","8.21","70.3","33.9","59.6","0","29484","1","0","2.04","3.058","10.1","78"
"28","2019-03-19 13:00:38","1018.7","2.5","12.22","89.1","8.22","69.9","33.9","59.5","0","29476","1","0","2.02","3.021","10","78"
"29","2019-03-19 13:00:48","1018.7","2.83","12.32","89.7","8.14","72.7","33.9","59.5","0","29513","1","0","3.16","4.65","9.8","78"
"30","2019-03-19 13:00:58","1018.8","2.81","12.13","89.3","8.2","70.8","34.2","59.3","0","29215","1","0","3.15","4.638","9.7","78"
