"","Created","Baro..mbar.","Temp..C.","RDO..mg.L.","RDO.Sat....","pH..pH.","ORP..mV.","Act.Cond..µS.cm.","Sp.Cond..µS.cm.","Salinity..psu.","Resist..Ohm.cm.","Density..g.cm.3.","TDS..ppt.","Depth..m.","Pressure..psi.","Air.Temp..C."
"1","","","","","","","","","","","","","","","",""
"2","2018-06-27 10:10:15","1008.1","21.64","8.94","102.1","7.79","204.7","52.3","55.8","0","19132","0.998","0","0.13","0.182","26.2"
"3","2018-06-27 10:10:17","1008.1","21.64","8.94","102.1","7.72","204.8","52.3","55.8","0","19132","0.998","0","0.13","0.182","26.2"
"4","2018-06-27 10:10:27","1008","21.6","8.93","102","7.63","206.1","52.2","55.8","0","19149","0.998","0","0.16","0.233","26.2"
"5","2018-06-27 10:10:37","1008.1","21.6","8.95","102.2","7.52","207.3","52.2","55.9","0","19148","0.998","0","0.27","0.382","26.2"
"6","2018-06-27 10:10:47","1008.1","21.5","8.95","102.1","7.47","206.3","52.2","55.9","0","19166","0.998","0","0.42","0.598","26.2"
"7","2018-06-27 10:10:57","1007.9","21.45","8.98","102.3","7.31","205.1","52.1","55.9","0","19178","0.998","0","0.59","0.837","26.1"
"8","2018-06-27 10:11:07","1008","21.42","8.99","102.2","7.19","206.2","52.1","55.9","0","19208","0.998","0","0.49","0.69","26.1"
"9","2018-06-27 10:11:17","1008","21.37","9","102.2","7.08","204.3","52.2","56.1","0","19150","0.998","0","0.62","0.882","26.1"
"10","2018-06-27 10:11:27","1008","21.38","9","102.2","7.04","200.1","52","55.9","0","19229","0.998","0","0.84","1.194","26"
"11","2018-06-27 10:11:37","1008","21.07","8.98","101.8","6.95","198.3","51.7","55.6","0","19361","0.998","0","1.12","1.599","26"
"12","2018-06-27 10:11:47","1008.1","20.97","8.97","101.2","6.97","191.6","51.5","55.7","0","19436","0.998","0","1.52","2.157","26"
"13","2018-06-27 10:11:57","1008.1","20.96","8.96","101","6.98","188.7","51.4","55.7","0","19454","0.998","0","1.65","2.352","26"
"14","2018-06-27 10:12:07","1008","20.9","8.96","100.9","6.92","187.3","51.3","55.7","0","19481","0.998","0","1.82","2.587","25.9"
"15","2018-06-27 10:12:17","1008.1","20.88","8.97","100.9","6.86","184.7","51.4","55.8","0","19464","0.998","0","1.94","2.766","25.9"
"16","2018-06-27 10:12:27","1008.1","20.86","8.97","100.9","6.8","184.1","51.4","55.8","0","19470","0.998","0","2.01","2.866","25.9"
"17","2018-06-27 10:12:37","1008.1","20.85","8.98","101","6.8","182.3","51.3","55.7","0","19485","0.998","0","2.13","3.025","25.9"
"18","2018-06-27 10:12:47","1008.1","20.84","8.98","101","6.79","179.3","51.3","55.8","0","19482","0.998","0","2.2","3.123","25.9"
"19","2018-06-27 10:12:57","1008.1","20.84","8.96","100.8","6.78","177.3","51.4","55.8","0","19462","0.998","0","2.27","3.222","25.9"
"20","2018-06-27 10:13:07","1008.1","20.84","8.98","100.9","6.76","175.8","51.3","55.7","0","19485","0.998","0","2.3","3.268","25.9"
"21","2018-06-27 10:13:17","1008.1","20.84","8.97","100.9","6.77","173.8","51.4","55.8","0","19466","0.998","0","2.32","3.305","25.9"
"22","2018-06-27 10:13:27","1008","20.84","8.98","100.9","6.75","172.6","51.3","55.8","0","19478","0.998","0","2.35","3.347","25.9"
"23","2018-06-27 10:13:37","1008.1","20.84","8.98","100.9","6.74","171.8","51.4","55.8","0","19471","0.998","0","2.4","3.409","25.9"
"24","2018-06-27 10:13:47","1008.2","20.84","8.97","100.9","6.75","170.2","51.3","55.8","0","19480","0.998","0","2.41","3.429","25.9"
"25","2018-06-27 10:13:57","1008.2","20.84","8.97","100.8","6.75","169.2","51.4","55.8","0","19455","0.998","0","2.44","3.471","25.9"
"26","2018-06-27 10:14:07","1008.1","20.83","8.96","100.7","6.67","172.8","51.4","55.8","0","19469","0.998","0","2.51","3.569","25.8"
"27","2018-06-27 10:14:17","1008","20.83","8.97","100.9","6.65","170.9","51.4","55.8","0","19459","0.998","0","2.56","3.64","25.8"
"28","2018-06-27 10:14:27","1008.1","20.8","8.97","100.8","6.64","169.4","51.3","55.8","0","19482","0.998","0","2.63","3.744","25.8"
"29","2018-06-27 10:14:37","1008.1","20.75","8.98","100.9","6.6","169.8","51.3","55.8","0","19496","0.998","0","2.76","3.927","25.8"
"30","2018-06-27 10:14:47","1008.1","20.75","8.98","100.8","6.65","166.6","51.3","55.8","0","19505","0.998","0","2.9","4.119","25.8"
