"","Created","Baro..mbar.","Temp..C.","RDO..mg.L.","RDO.Sat....","pH..pH.","ORP..mV.","Act.Cond..µS.cm.","Sp.Cond..µS.cm.","Salinity..psu.","Resist..Ohm.cm.","Density..g.cm.3.","TDS..ppt.","Depth..m.","Pressure..psi.","Air.Temp..C."
"1","","","","","","","","","","","","","","","",""
"2","2016-04-19 09:48:09","1008.2","7.24","12.49","104.1","6.45","103.7","32.6","49.3","0","30681","1","0","0.62","0.887","8.3"
"3","2016-04-19 09:48:16","1008.2","7.22","12.53","104.3","6.47","97.1","32.6","49.4","0","30657","1","0","0.62","0.88","8.3"
"4","2016-04-19 09:48:26","1008.2","7.16","12.53","104.2","6.49","91.4","32.6","49.5","0","30650","1","0","0.61","0.863","8.2"
"5","2016-04-19 09:48:36","1008.1","7.13","12.54","104.3","6.51","86.9","32.6","49.5","0","30678","1","0","0.62","0.876","8.2"
"6","2016-04-19 09:48:46","1008.1","7.08","12.55","104.3","6.53","83.4","32.6","49.5","0","30663","1","0","1.14","1.622","8.2"
"7","2016-04-19 09:48:55","1008.1","7.08","12.57","104.3","6.55","80.1","32.6","49.5","0","30689","1","0","1.33","1.887","8.2"
"8","2016-04-19 09:49:06","1008.1","7.08","12.57","104.3","6.57","77.5","32.6","49.6","0","30677","1","0","1.48","2.109","8.2"
"9","2016-04-19 09:49:16","1008.1","7.06","12.56","104.2","6.58","75.1","32.6","49.5","0","30706","1","0","1.64","2.328","8.2"
"10","2016-04-19 09:49:26","1008.1","7.03","12.56","104.2","6.6","73","32.5","49.5","0","30726","1","0","1.86","2.644","8.2"
"11","2016-04-19 09:49:36","1008","7","12.58","104.2","6.62","71.1","32.6","49.6","0","30681","1","0","2.21","3.139","8.1"
"12","2016-04-19 09:49:45","1008.1","6.98","12.58","104.1","6.63","69.8","32.5","49.5","0","30793","1","0","2.41","3.435","8.1"
"13","2016-04-19 09:49:56","1008","6.94","12.58","104.1","6.65","68.3","32.5","49.5","0","30816","1","0","2.79","3.971","8.1"
"14","2016-04-19 09:50:06","1008.1","6.94","12.58","104.1","6.66","67.2","32.5","49.6","0","30758","1","0","3.01","4.274","8.1"
"15","2016-04-19 09:50:16","1008","6.93","12.58","104","6.66","66.5","32.5","49.6","0","30783","1","0","3.22","4.578","8.1"
"16","2016-04-19 09:50:26","1008","6.88","12.57","103.9","6.68","65.7","32.4","49.5","0","30844","1","0","3.41","4.856","8.1"
"17","2016-04-19 09:50:36","1008","6.86","12.57","103.8","6.69","64.7","32.4","49.6","0","30831","1","0","3.73","5.312","8.1"
"18","2016-04-19 09:50:46","1008.1","6.85","12.59","104","6.7","64.1","32.4","49.6","0","30828","1","0","3.96","5.634","8.1"
"19","2016-04-19 09:50:55","1008","6.83","12.61","104","6.7","63.8","32.5","49.7","0","30798","1","0","4.07","5.791","8.1"
"20","2016-04-19 09:51:06","1008","6.83","12.61","104","6.72","63.3","32.5","49.7","0","30814","1","0","4.15","5.901","8.1"
"21","2016-04-19 09:51:16","1008","6.8","12.61","104","6.72","62.5","32.4","49.7","0","30819","1","0","4.37","6.221","8.1"
"22","2016-04-19 09:51:26","1008","6.79","12.63","104.1","6.74","61.9","32.5","49.8","0","30760","1","0","4.53","6.446","8.1"
"23","2016-04-19 09:51:36","1008.1","6.78","12.62","104","6.74","61.9","32.5","49.8","0","30808","1","0","4.86","6.912","8.1"
"24","2016-04-19 09:51:45","1008","6.77","12.63","104.1","6.75","61","32.4","49.7","0","30834","1","0","5.13","7.291","8.1"
"25","2016-04-19 09:51:56","1008","6.76","12.62","104","6.76","61.4","32.4","49.8","0","30820","1","0","5.13","7.29","8.1"
"26","2016-04-19 09:52:06","1008","6.73","12.62","103.8","6.76","60.6","32.4","49.7","0","30875","1","0","5.36","7.628","8.1"
"27","2016-04-19 09:52:16","1008","6.65","12.59","103.5","6.77","61.2","32.3","49.6","0","30976","1","0","5.58","7.937","8.1"
"28","2016-04-19 09:52:26","1008","6.64","12.58","103.2","6.78","60","32.2","49.6","0","31030","1","0","5.86","8.337","8.1"
"29","2016-04-19 09:52:36","1008","6.59","12.55","103","6.78","60.1","32.2","49.6","0","31058","1","0","6.11","8.689","8.1"
"30","2016-04-19 09:52:46","1008.1","6.56","12.55","102.9","6.8","59.5","32.2","49.6","0","31088","1","0","6.42","9.138","8.1"
"31","2016-04-19 09:52:55","1008.1","6.53","12.55","102.8","6.8","59.4","32.1","49.6","0","31125","1","0","6.63","9.428","8.1"
"32","2016-04-19 09:53:06","1008","6.49","12.54","102.6","6.81","59.7","32.1","49.7","0","31146","1","0","6.84","9.725","8.1"
"33","2016-04-19 09:53:16","1008.2","6.45","12.53","102.4","6.81","58.9","32.1","49.7","0","31171","1","0","7.13","10.138","8.1"
"34","2016-04-19 09:53:26","1008.1","6.44","12.52","102.3","6.82","58.9","32.1","49.6","0","31201","1","0","7.34","10.439","8.1"
"35","2016-04-19 09:53:36","1008.1","6.39","12.52","102.2","6.83","58.3","32","49.6","0","31225","1","0","7.55","10.744","8.1"
"36","2016-04-19 09:53:45","1008.1","6.39","12.53","102.2","6.84","58.4","32","49.7","0","31234","1","0","7.75","11.024","8.1"
"37","2016-04-19 09:53:56","1008.1","6.37","12.52","102.1","6.84","58.1","32.1","49.7","0","31191","1","0","7.98","11.353","8.2"
"38","2016-04-19 09:54:06","1008.1","6.35","12.51","102","6.85","57.7","32","49.7","0","31207","1","0","8.01","11.397","8.2"
"39","2016-04-19 09:54:16","1008.1","6.35","12.54","102.2","6.85","58.3","32","49.7","0","31226","1","0","8.01","11.394","8.2"
"40","2016-04-19 09:54:26","1008.1","6.34","12.53","102.1","6.85","58.2","32","49.8","0","31219","1","0","8.28","11.772","8.2"
"41","2016-04-19 09:54:36","1008","6.3","12.53","102","6.86","57.5","32","49.8","0","31250","1","0","8.44","12.003","8.2"
"42","2016-04-19 09:54:46","1008","6.29","12.53","102","6.87","57.3","31.9","49.7","0","31329","1","0","8.64","12.296","8.2"
"43","2016-04-19 09:54:55","1008.1","6.25","12.52","101.8","6.86","57.8","31.9","49.7","0","31346","1","0","8.97","12.757","8.2"
"44","2016-04-19 09:55:06","1008.1","6.25","12.53","101.8","6.86","58","31.9","49.7","0","31333","1","0","9.11","12.951","8.2"
"45","2016-04-19 09:55:16","1008","6.25","12.53","101.8","6.88","57.6","31.9","49.8","0","31302","1","0","9.38","13.344","8.2"
