Time,Battery,Air Temperature,Relative Humidity,Rel. Barometric Pressure,Wind Speed,Max Wind Sp,Wind Direction,Wet Bulb Temperature,Precip Type,Rain Intensity,Total Rain,Interval Rain,Solar Rad,Heading,
01/01/2018 07:30,11.9,-24.7,72,1014.3,0,0.5,0,-25,0,0,98.8,0,14,320,0.79
01/01/2018 07:45,11.9,-24.3,72,1014.5,0.6,1.4,300,-24.7,0,0,98.8,0,41,320,0.8
01/01/2018 08:00,11.9,-24.3,71,1014.4,1.2,2.3,301,-24.7,0,0,98.8,0,90,320,0.77
01/01/2018 08:15,11.9,-22.6,70,1014.4,0,0.8,0,-23,0,0,98.8,0,138,320,0.79
01/01/2018 08:30,11.9,-21.4,61,1014.2,0.4,1.4,285,-22,0,0,98.8,0,170,320,0.79
01/01/2018 08:45,11.9,-20.2,55,1014.2,0,1.1,0,-21,0,0,98.8,0,201,320,0.78
01/01/2018 09:00,11.9,-18.3,50,1014.3,0.3,0.7,271,-19.3,0,0,98.8,0,228,320,0.77
01/01/2018 09:15,11.9,-16.1,44,1014.3,0,0.7,0,-17.3,0,0,98.8,0,258,320,0.82
01/01/2018 09:30,11.9,-17.8,49,1014.4,0.7,1.3,294,-18.9,0,0,98.8,0,283,320,0.8
01/01/2018 09:45,11.9,-16.6,50,1014.7,0.4,0.8,250,-17.7,0,0,98.8,0,306,320,0.79
01/01/2018 10:00,11.9,-15.6,44,1014.6,0.8,1.2,174,-16.9,0,0,98.8,0,326,320,0.83
01/01/2018 10:15,11.9,-15.4,40,1014.5,1.1,2.1,280,-16.8,0,0,98.8,0,344,320,0.81
01/01/2018 10:30,11.9,-15,36,1014.4,0.7,2.6,310,-16.6,0,0,98.8,0,360,320,0.79
01/01/2018 10:45,11.9,-16.5,40,1014.1,2.2,5,314,-17.8,0,0,98.8,0,373,320,0.81
01/01/2018 11:00,11.9,-16.2,40,1014,2.3,3,326,-17.6,0,0,98.8,0,383,320,0.83
01/01/2018 11:15,11.9,-15.9,40,1013.5,2.4,3.9,317,-17.3,0,0,98.8,0,390,320,0.81
01/01/2018 11:30,11.9,-15.8,41,1013.4,3,5.1,305,-17.2,0,0,98.8,0,394,320,0.81
01/01/2018 11:45,11.9,-15.9,44,1013.5,3.5,4.4,310,-17.2,0,0,98.8,0,395,320,0.82
01/01/2018 12:00,11.9,-15.5,44,1013.4,2.9,5.2,309,-16.8,0,0,98.8,0,392,320,0.8
01/01/2018 12:15,11.9,-15.3,43,1013,3.1,5.4,314,-16.6,0,0,98.8,0,387,320,0.81
01/01/2018 12:30,11.9,-15.1,44,1012.9,3.8,7.3,309,-16.5,0,0,98.8,0,379,320,0.84
01/01/2018 12:45,11.9,-14.7,44,1012.7,4.1,7.1,319,-16.1,0,0,98.8,0,368,320,0.83
01/01/2018 13:00,11.9,-14.7,45,1012.6,4.2,6.6,321,-16,0,0,98.8,0,354,320,0.8
01/01/2018 13:15,11.9,-14.3,46,1012.4,4.5,8.2,313,-15.6,0,0,98.8,0,337,320,0.82
01/01/2018 13:30,11.9,-14.4,45,1012.5,4.3,6.4,317,-15.8,0,0,98.8,0,318,320,0.81
01/01/2018 13:45,11.9,-14.1,45,1012.5,4.4,8.3,311,-15.5,0,0,98.8,0,296,320,0.81
01/01/2018 14:00,11.9,-13.8,47,1012.6,2.6,4.4,307,-15.2,0,0,98.8,0,273,320,0.84
01/01/2018 14:15,11.9,-13.6,46,1012.6,4.3,6.3,311,-15,0,0,98.8,0,248,320,0.83
01/01/2018 14:30,11.9,-13.4,46,1012.8,2.7,3.7,310,-14.9,0,0,98.8,0,221,320,0.82
01/01/2018 14:45,11.9,-13.3,46,1012.9,3,5.2,311,-14.8,0,0,98.8,0,191,320,0.84
01/01/2018 15:00,11.9,-13.5,46,1012.9,3.8,6.3,309,-14.9,0,0,98.8,0,161,320,0.84
01/01/2018 15:15,11.9,-13.7,46,1013.1,3.9,5.4,317,-15.1,0,0,98.8,0,129,320,0.82
01/01/2018 15:30,11.9,-14,46,1013,4.7,8.2,314,-15.4,0,0,98.8,0,79,320,0.83
01/01/2018 15:45,11.9,-14.2,48,1013,3.4,6.4,308,-15.5,0,0,98.8,0,38,320,0.84
01/01/2018 16:00,11.9,-14.5,49,1013.1,3.8,5.5,311,-15.8,0,0,98.8,0,12,320,0.82
01/01/2018 16:15,11.9,-14.9,49,1013.4,1.8,3.1,304,-16.1,0,0,98.8,0,4,320,0.83
01/01/2018 16:30,11.9,-14.9,48,1013.5,2.2,3.8,314,-16.2,0,0,98.8,0,0,320,0.84
01/01/2018 16:45,11.9,-15,49,1013.6,2,4.2,301,-16.2,0,0,98.8,0,0,320,0.82
01/01/2018 17:00,11.9,-15.1,49,1013.7,2.6,4.7,311,-16.3,0,0,98.8,0,0,320,0.82
01/01/2018 17:15,11.9,-15.1,49,1013.9,3.2,6.4,309,-16.4,0,0,98.8,0,0,320,0.82
01/01/2018 17:30,11.9,-15.4,49,1014,2.5,5.2,309,-16.6,0,0,98.8,0,0,320,0.82
01/01/2018 17:45,11.9,-15.4,50,1014.1,2.5,4.4,300,-16.6,0,0,98.8,0,0,320,0.81
01/01/2018 18:00,11.9,-15.6,50,1014.2,2.3,4.4,305,-16.7,0,0,98.8,0,0,320,0.83
01/01/2018 18:15,11.9,-15.7,50,1014.2,1.1,1.8,269,-16.8,0,0,98.8,0,0,320,0.84
01/01/2018 18:30,11.9,-15.6,48,1014.3,2.8,5.2,223,-16.8,0,0,98.8,0,0,320,0.83
01/01/2018 18:45,11.9,-15.7,48,1014.4,1.8,2.9,235,-16.9,0,0,98.8,0,0,320,0.82
01/01/2018 19:00,11.9,-15.8,48,1014.4,1.6,3.1,292,-17,0,0,98.8,0,0,320,0.82
01/01/2018 19:15,11.9,-16.1,50,1014.5,0.5,1.7,221,-17.2,0,0,98.8,0,0,320,0.82
01/01/2018 19:30,11.9,-16.8,54,1014.5,0.4,1.6,148,-17.8,0,0,98.8,0,0,320,0.82
01/01/2018 19:45,11.9,-16.7,51,1014.6,0.4,0.8,0,-17.8,0,0,98.8,0,0,320,0.84
01/01/2018 20:00,11.9,-16.6,51,1014.7,0.9,3.4,291,-17.6,0,0,98.8,0,0,320,0.85
01/01/2018 20:15,11.9,-16.6,50,1014.9,1.1,2.5,315,-17.7,0,0,98.8,0,0,320,0.85
01/01/2018 20:30,11.9,-16.9,51,1014.8,1.6,2.9,303,-17.9,0,0,98.8,0,0,320,0.83
01/01/2018 20:45,11.9,-17,51,1014.7,2.8,4.5,308,-18.1,0,0,98.8,0,0,320,0.84
01/01/2018 21:00,11.9,-17.6,55,1014.9,0.4,2.1,310,-18.5,0,0,98.8,0,0,320,0.85
01/01/2018 21:15,11.9,-17.7,54,1015,1.2,2.7,258,-18.7,0,0,98.8,0,0,320,0.84
01/01/2018 21:30,11.9,-18.4,57,1015,0.7,1.1,160,-19.3,0,0,98.8,0,0,320,0.87
01/01/2018 21:45,11.9,-18.5,56,1015,0.9,1.4,114,-19.4,0,0,98.8,0,0,320,0.86
01/01/2018 22:00,11.9,-18,53,1015.1,0.7,1.1,240,-18.9,0,0,98.8,0,0,320,0.83
01/01/2018 22:15,11.9,-17.9,55,1014.9,1.3,2.3,310,-18.8,0,0,98.8,0,0,320,0.87
01/01/2018 22:30,11.9,-18,56,1014.9,0.7,1.3,292,-18.9,0,0,98.8,0,0,320,0.83
01/01/2018 22:45,11.9,-19,58,1014.9,0.8,1.9,343,-19.8,0,0,98.8,0,0,320,0.84
01/01/2018 23:00,11.9,-19.7,63,1015,0.8,1.5,110,-20.3,0,0,98.8,0,0,320,0.85
01/01/2018 23:15,11.9,-19.7,63,1014.8,0.9,1.6,319,-20.3,0,0,98.8,0,0,320,0.83
01/01/2018 23:30,11.9,-20.3,65,1014.7,0.7,1.3,219,-20.9,0,0,98.8,0,0,320,0.84
01/01/2018 23:45,11.9,-19.8,63,1014.6,0.5,0.6,346,-20.4,0,0,98.8,0,0,320,0.86
01/02/2018 00:00,11.9,-19.7,60,1014.5,0,0.4,0,-20.4,0,0,98.8,0,0,320,0.83
01/02/2018 00:15,11.9,-20.8,69,1014.5,0.9,1.1,287,-21.3,0,0,98.8,0,0,320,0.85
01/02/2018 00:30,11.9,-21.1,72,1014.3,0.6,1,259,-21.5,0,0,98.8,0,0,320,0.85
01/02/2018 00:45,11.9,-21.4,73,1014.3,0.6,1.1,116,-21.8,0,0,98.8,0,0,320,0.84
01/02/2018 01:00,11.9,-21.7,73,1014.2,0.6,1,288,-22.1,0,0,98.8,0,0,320,0.86
01/02/2018 01:15,11.9,-21.1,67,1014.2,1.1,1.4,226,-21.6,0,0,98.8,0,0,320,0.83
01/02/2018 01:30,11.9,-22,72,1014.3,0.7,1.3,334,-22.4,0,0,98.8,0,0,320,0.84
01/02/2018 01:45,11.9,-22.5,73,1014.5,0.9,1.4,293,-22.8,0,0,98.8,0,0,320,0.84
01/02/2018 02:00,11.9,-22.1,72,1014.3,0,0.5,0,-22.5,0,0,98.8,0,0,320,0.84
01/02/2018 02:15,11.9,-21.2,70,1014.4,0.6,0.8,250,-21.7,0,0,98.8,0,0,320,0.86
01/02/2018 02:30,11.9,-22.5,74,1014.5,0.9,1.4,192,-22.9,0,0,98.8,0,0,320,0.85
01/02/2018 02:45,11.9,-22.5,75,1014.6,0.4,0.6,97,-22.8,0,0,98.8,0,0,320,0.87
01/02/2018 03:00,11.9,-20.8,64,1014.5,0.6,0.9,296,-21.4,0,0,98.8,0,0,320,0.86
01/02/2018 03:15,11.9,-21.7,72,1014.6,0.6,1.5,186,-22.1,0,0,98.8,0,0,320,0.85
01/02/2018 03:30,11.9,-21.8,71,1014.6,0.5,0.7,30,-22.2,0,0,98.8,0,0,320,0.87
01/02/2018 03:45,11.9,-22.1,70,1014.6,0.8,1.2,261,-22.5,0,0,98.8,0,0,320,0.82
01/02/2018 04:00,11.9,-23.4,73,1014.6,0.9,1.3,308,-23.7,0,0,98.8,0,0,320,0.85
01/02/2018 04:15,11.9,-22.4,71,1014.6,0.5,0.8,180,-22.8,0,0,98.8,0,0,320,0.84
01/02/2018 04:30,11.9,-23.2,70,1014.7,0.6,1,75,-23.6,0,0,98.8,0,0,320,0.85
01/02/2018 04:45,11.9,-22.4,71,1014.6,0.9,1.6,300,-22.8,0,0,98.8,0,0,320,0.84
01/02/2018 05:00,11.9,-22.5,72,1014.6,0.8,2,317,-22.9,0,0,98.8,0,0,320,0.85
01/02/2018 05:15,11.9,-22.6,71,1014.6,1,2.3,303,-23.1,0,0,98.8,0,0,320,0.85
01/02/2018 05:30,11.9,-19.7,62,1014.6,2.3,4.6,242,-20.4,0,0,98.8,0,0,320,0.84
01/02/2018 05:45,11.9,-19.5,59,1014.8,1.8,3.5,239,-20.2,0,0,98.8,0,0,320,0.84
01/02/2018 06:00,11.9,-19.3,58,1014.9,1.6,3.6,233,-20.1,0,0,98.8,0,0,320,0.85
01/02/2018 06:15,11.9,-19.6,59,1015.1,0.9,1.8,220,-20.3,0,0,98.8,0,0,320,0.84
01/02/2018 06:30,11.9,-20.3,60,1015.2,1,2,194,-20.9,0,0,98.8,0,0,320,0.84
01/02/2018 06:45,11.9,-19.9,60,1015.5,0.6,1.9,237,-20.6,0,0,98.8,0,0,320,0.86
01/02/2018 07:00,11.9,-21.3,63,1015.7,1.6,2.2,93,-21.9,0,0,98.8,0,1,320,0.85
01/02/2018 07:15,11.9,-20,60,1015.5,1.2,2.4,194,-20.7,0,0,98.8,0,6,320,0.85
01/02/2018 07:30,11.9,-21.1,63,1015.7,0.6,1.2,103,-21.6,0,0,98.8,0,14,320,0.84
01/02/2018 07:45,11.9,-19.8,60,1015.9,1,1.3,19,-20.5,0,0,98.8,0,40,320,0.87
01/02/2018 08:00,11.9,-18.5,58,1015.9,0.3,1,0,-19.3,0,0,98.8,0,92,320,0.82
01/02/2018 08:15,11.9,-17.7,54,1016.2,1,3.1,265,-18.7,0,0,98.8,0,138,320,0.85
01/02/2018 08:30,11.9,-17.2,53,1016.2,1.4,2.5,216,-18.1,0,0,98.8,0,171,320,0.83
01/02/2018 08:45,11.9,-16.9,52,1016.3,1.3,2.8,237,-17.9,0,0,98.8,0,201,320,0.86
01/02/2018 09:00,11.9,-17,50,1016.5,1.7,3.9,222,-18,0,0,98.8,0,230,320,0.87
01/02/2018 09:15,11.9,-16.5,48,1016.3,1.8,4.1,224,-17.7,0,0,98.8,0,259,320,0.84
01/02/2018 09:30,11.9,-14.7,45,1016.5,1.1,2.9,236,-16,0,0,98.8,0,285,320,0.85
01/02/2018 09:45,11.9,-13.9,44,1016.6,1.1,1.9,227,-15.4,0,0,98.8,0,308,320,0.83
01/02/2018 10:00,11.9,-13.8,43,1016.2,1.2,1.9,229,-15.3,0,0,98.8,0,329,320,0.86
01/02/2018 10:15,11.9,-13.7,39,1016.1,3.3,5.8,314,-15.3,0,0,98.8,0,346,320,0.83
01/02/2018 10:30,11.9,-13,39,1015.9,1,3.2,271,-14.6,0,0,98.8,0,361,320,0.86
01/02/2018 10:45,11.9,-13.2,40,1015.7,2.5,5.3,300,-14.8,0,0,98.8,0,375,320,0.84
01/02/2018 11:00,11.9,-12.8,40,1015.7,2.2,5.7,272,-14.5,0,0,98.8,0,386,320,0.85
01/02/2018 11:15,11.9,-12.7,40,1015.4,2.4,5.5,275,-14.4,0,0,98.8,0,393,320,0.82
01/02/2018 11:30,11.9,-12.4,39,1015,1.5,3.3,258,-14.1,0,0,98.8,0,401,320,0.86
01/02/2018 11:45,11.9,-12.4,41,1014.8,2.7,5.6,299,-14.1,0,0,98.8,0,397,320,0.83
01/02/2018 12:00,11.9,-12.5,40,1014.8,3.4,5.9,307,-14.2,0,0,98.8,0,346,320,0.84
01/02/2018 12:15,11.9,-12.2,41,1014.6,2.4,5,303,-13.9,0,0,98.8,0,391,320,0.85
01/02/2018 12:30,11.9,-11.8,41,1014.5,2.3,5.7,261,-13.5,0,0,98.8,0,395,320,0.86
01/02/2018 12:45,11.9,-12,39,1014.4,2.1,4.1,271,-13.8,0,0,98.8,0,302,320,0.87
01/02/2018 13:00,11.9,-11.7,41,1014.2,1.7,4.7,264,-13.5,0,0,98.8,0,376,320,0.86
01/02/2018 13:15,11.9,-11.5,41,1014.1,2.1,4.6,248,-13.3,0,0,98.8,0,323,320,0.88
01/02/2018 13:30,11.9,-11.9,41,1014,2.7,5.1,299,-13.7,0,0,98.8,0,316,320,0.88
01/02/2018 13:45,11.9,-11.7,40,1013.8,2.4,5.7,291,-13.5,0,0,98.8,0,292,320,0.86
01/02/2018 14:00,11.9,-11.8,41,1013.7,1.8,4.6,294,-13.6,0,0,98.8,0,264,320,0.89
01/02/2018 14:15,11.9,-11.3,41,1013.7,1.4,3.9,257,-13.1,0,0,98.8,0,243,320,0.85
01/02/2018 14:30,11.9,-11.7,42,1013.8,2.5,5.6,256,-13.5,0,0,98.8,0,214,320,0.87
01/02/2018 14:45,11.9,-11.9,41,1013.9,1.7,2.8,260,-13.6,0,0,98.8,0,156,320,0.87
01/02/2018 15:00,11.9,-11.9,43,1013.9,1.6,2.9,257,-13.6,0,0,98.8,0,91,320,0.87
01/02/2018 15:15,11.9,-12.1,43,1014,1.2,2,252,-13.8,0,0,98.8,0,49,320,0.86
01/02/2018 15:30,11.9,-12.1,43,1014,1.2,3.1,263,-13.8,0,0,98.8,0,50,320,0.86
01/02/2018 15:45,11.9,-12.1,44,1013.9,0.8,2,235,-13.7,0,0,98.8,0,31,320,0.89
01/02/2018 16:00,11.9,-12.3,43,1013.8,1.3,2.2,229,-13.9,0,0,98.8,0,12,320,0.85
01/02/2018 16:15,11.9,-12.5,43,1013.7,0.8,1.3,153,-14.2,0,0,98.8,0,3,320,0.86
01/02/2018 16:30,11.9,-12.6,43,1013.8,1.3,2.4,226,-14.2,0,0,98.8,0,0,320,0.87
01/02/2018 16:45,11.9,-12.9,47,1014,1,2.7,244,-14.3,0,0,98.8,0,0,320,0.86
01/02/2018 17:00,11.9,-12.8,44,1013.8,1.1,2,218,-14.4,0,0,98.8,0,0,320,0.86
01/02/2018 17:15,11.9,-12.8,44,1013.3,0.9,1.9,221,-14.4,0,0,98.8,0,0,320,0.87
01/02/2018 17:30,11.9,-13.9,58,1013.6,0.6,1.8,255,-15,0,0,98.8,0,0,320,0.85
01/02/2018 17:45,11.9,-13.7,52,1013.6,0.7,1.5,213,-15,0,0,98.8,0,0,320,0.85
01/02/2018 18:00,11.9,-13.9,50,1013.8,1,1.7,233,-15.2,0,0,98.8,0,0,320,0.87
01/02/2018 18:15,11.9,-14.5,51,1013.9,0.6,1.3,232,-15.7,0,0,98.8,0,0,320,0.84
01/02/2018 18:30,11.9,-14.7,54,1014,0.7,0.9,233,-15.9,0,0,98.8,0,0,320,0.87
01/02/2018 18:45,11.9,-14.9,55,1013.8,0,0.7,0,-16,0,0,98.8,0,0,320,0.85
01/02/2018 19:00,11.9,-15.1,55,1014,0,0.4,0,-16.2,0,0,98.8,0,0,320,0.86
01/02/2018 19:15,11.9,-16.1,62,1013.9,1.5,2.2,111,-17,0,0,98.8,0,0,320,0.88
01/02/2018 19:30,11.9,-17.1,63,1013.9,1.5,2,108,-17.9,0,0,98.8,0,0,320,0.85
01/02/2018 19:45,11.9,-16.9,62,1013.9,0.6,0.8,106,-17.7,0,0,98.8,0,0,320,0.87
01/02/2018 20:00,11.9,-16.6,61,1013.7,0.7,0.8,108,-17.5,0,0,98.8,0,0,320,0.85
01/02/2018 20:15,11.9,-17.6,66,1013.5,0.8,1.1,91,-18.3,0,0,98.8,0,0,320,0.87
01/02/2018 20:30,11.9,-16.3,60,1013.6,0.6,1,180,-17.2,0,0,98.8,0,0,320,0.88
01/02/2018 20:45,11.9,-16,60,1013.3,0.9,1.8,229,-16.9,0,0,98.8,0,0,320,0.84
01/02/2018 21:00,11.9,-15.3,59,1013.2,2.6,4.3,225,-16.3,0,0,98.8,0,0,320,0.86
01/02/2018 21:15,11.9,-15.9,63,1013.3,0.9,2.4,225,-16.7,0,0,98.8,0,0,320,0.86
01/02/2018 21:30,11.9,-15.3,62,1013.2,0.7,1.8,222,-16.2,0,0,98.8,0,0,320,0.83
01/02/2018 21:45,11.9,-15.3,64,1013.3,1.4,3.2,229,-16.1,0,0,98.8,0,0,320,0.85
01/02/2018 22:00,11.9,-14.7,62,1013.4,2.1,3.7,228,-15.6,0,0,98.8,0,0,320,0.85
01/02/2018 22:15,11.9,-14.2,59,1013.1,1.9,3.7,221,-15.2,0,0,98.8,0,0,320,0.87
01/02/2018 22:30,11.9,-13.9,58,1013.3,2.1,3.6,231,-15,0,0,98.8,0,0,320,0.84
01/02/2018 22:45,11.9,-13.7,58,1013.5,2.4,3.8,232,-14.8,0,0,98.8,0,0,320,0.88
01/02/2018 23:00,11.9,-13.7,59,1013.4,1.6,3.3,226,-14.8,0,0,98.8,0,0,320,0.87
01/02/2018 23:15,11.9,-13.6,60,1013.4,1.7,2.9,224,-14.7,0,0,98.8,0,0,320,0.84
01/02/2018 23:30,11.9,-13.4,61,1013.3,1.6,2.3,227,-14.4,0,0,98.8,0,0,320,0.86
01/02/2018 23:45,11.9,-13.3,62,1013.4,1.5,2.7,207,-14.3,0,0,98.8,0,0,320,0.87
01/03/2018 00:00,11.9,-13.3,62,1013.4,1.6,3.2,210,-14.4,0,0,98.8,0,0,320,0.83
01/03/2018 00:15,11.9,-13.5,63,1013.4,0.7,1.7,145,-14.5,0,0,98.8,0,0,320,0.85
01/03/2018 00:30,11.9,-13.6,65,1013.6,1.7,3.8,200,-14.5,0,0,98.8,0,0,320,0.86
01/03/2018 00:45,11.9,-13.6,65,1013.8,2.5,5.2,222,-14.5,0,0,98.8,0,0,320,0.83
01/03/2018 01:00,11.9,-13.8,66,1013.7,1,2.5,220,-14.7,0,0,98.8,0,0,320,0.84
01/03/2018 01:15,11.9,-14,67,1013.5,1,2.5,162,-14.8,0,0,98.8,0,0,320,0.86
01/03/2018 01:30,11.9,-16.1,71,1014.1,1.5,2,102,-16.8,0,0,98.8,0,0,320,0.84
01/03/2018 01:45,11.9,-15.4,73,1014.2,1.1,2.2,195,-16.1,0,0,98.8,0,0,320,0.84
01/03/2018 02:00,11.9,-15.8,72,1014.5,1,2.7,189,-16.4,0,0,98.8,0,0,320,0.86
01/03/2018 02:15,11.9,-12.9,72,1014.7,2.4,4.9,225,-13.7,0,0,98.8,0,0,320,0.86
01/03/2018 02:30,11.9,-12.8,72,1014.6,2.4,5.2,223,-13.6,0,0,98.8,0,0,320,0.83
01/03/2018 02:45,11.9,-12.7,72,1014.6,1.5,3.6,224,-13.5,0,0,98.8,0,0,320,0.84
01/03/2018 03:00,11.9,-16.1,70,1014.7,1.2,1.8,120,-16.8,0,0,98.8,0,0,320,0.83
01/03/2018 03:15,11.9,-16.8,77,1014.8,1.3,2.4,122,-17.3,0,0,98.8,0,0,320,0.83
01/03/2018 03:30,11.9,-15.7,73,1014.7,1.1,2.5,123,-16.3,0,0,98.8,0,0,320,0.83
01/03/2018 03:45,11.9,-17.9,75,1015.1,1.8,2.5,111,-18.4,0,0,98.8,0,0,320,0.83
01/03/2018 04:00,11.9,-18.3,78,1015.3,2.1,2.5,112,-18.7,0,0,98.8,0,0,320,0.83
01/03/2018 04:15,11.9,-17.9,79,1015.2,2,2.3,117,-18.3,0,0,98.8,0,0,320,0.83
01/03/2018 04:30,11.9,-17.7,79,1015.2,1.7,2.1,107,-18.1,0,0,98.8,0,0,320,0.84
01/03/2018 04:45,11.9,-17.4,78,1015,1.2,1.7,108,-17.9,0,0,98.8,0,0,320,0.84
01/03/2018 05:00,11.9,-17.5,78,1015.2,1,1.4,116,-17.9,0,0,98.8,0,0,320,0.81
01/03/2018 05:15,11.9,-17.9,79,1015.4,2,2.5,117,-18.3,0,0,98.8,0,0,320,0.83
01/03/2018 05:30,11.9,-18.2,79,1015.3,2.2,2.6,115,-18.6,0,0,98.8,0,0,320,0.82
01/03/2018 05:45,11.9,-18.2,80,1015.3,2.1,2.4,114,-18.6,0,0,98.8,0,0,320,0.83
01/03/2018 06:00,11.9,-18.2,79,1015.6,2,2.4,105,-18.6,0,0,98.8,0,0,320,0.82
01/03/2018 06:15,11.9,-18.3,79,1016.2,1.1,1.5,96,-18.7,0,0,98.8,0,0,320,0.8
01/03/2018 06:30,11.9,-18.2,78,1016.5,1.2,1.4,139,-18.6,0,0,98.8,0,0,320,0.82
01/03/2018 06:45,11.9,-18.5,79,1016.5,1.6,1.8,119,-18.9,0,0,98.8,0,0,320,0.81
01/03/2018 07:00,11.9,-18.4,79,1016.8,1.5,1.8,113,-18.8,0,0,98.8,0,1,320,0.81
01/03/2018 07:15,11.9,-18.4,78,1016.8,1.1,1.3,106,-18.8,0,0,98.8,0,4,320,0.84
01/03/2018 07:30,11.9,-18.7,79,1017.1,0,0.7,0,-19.1,0,0,98.8,0,17,320,0.81
01/03/2018 07:45,11.9,-16.5,78,1017.1,0.6,0.9,7,-17,0,0,98.8,0,38,320,0.84
01/03/2018 08:00,11.9,-18.1,76,1017.1,1.2,1.7,115,-18.6,0,0,98.8,0,73,320,0.82
01/03/2018 08:15,11.9,-17.7,75,1017.2,1.7,2.3,120,-18.2,0,0,98.8,0,150,320,0.84
01/03/2018 08:30,11.9,-17.8,74,1017.5,1.2,1.4,103,-18.3,0,0,98.8,0,173,320,0.83
01/03/2018 08:45,11.9,-16.8,72,1017.8,0.9,1.5,108,-17.4,0,0,98.8,0,182,320,0.78
01/03/2018 09:00,11.9,-17.2,73,1018,1.7,2.1,108,-17.7,0,0,98.8,0,172,320,0.82
01/03/2018 09:15,11.9,-16.7,75,1018,1.8,2.3,114,-17.2,0,0,98.8,0,215,320,0.81
01/03/2018 09:30,11.9,-15.8,72,1017.9,1.9,2.1,114,-16.4,0,0,98.8,0,205,320,0.8
01/03/2018 09:45,11.9,-15,71,1018.2,1.6,2,111,-15.7,0,0,98.8,0,248,320,0.81
