"","Created","Baro..mbar.","Temp..C.","RDO..mg.L.","RDO.Sat....","pH..pH.","ORP..mV.","Act.Cond..µS.cm.","Sp.Cond..µS.cm.","Salinity..psu.","Resist..Ohm.cm.","Density..g.cm.3.","TDS..ppt.","Depth..m.","Pressure..psi.","Air.Temp..C.","YearDay"
"1","","","","","","","","","","","","","","","","",""
"2","2016-05-11 14:41:51","1007.9","12.94","10.73","102.5","7.11","156.5","37.3","48.4","0","26791","0.999","0","0.46","0.658","22.9","132"
"3","2016-05-11 14:41:58","1007.9","12.86","10.8","102.8","7.11","141.7","37.2","48.4","0","26853","0.999","0","0.23","0.328","22.9","132"
"4","2016-05-11 14:42:08","1008","12.81","10.81","102.8","7.11","129.1","37.3","48.5","0","26845","0.999","0","0.44","0.626","22.9","132"
"5","2016-05-11 14:42:18","1008","12.69","10.82","102.7","7.11","118.9","37.2","48.6","0","26857","0.999","0","0.65","0.931","22.8","132"
"6","2016-05-11 14:42:28","1008.1","12.63","10.84","102.6","7.11","110.4","37.2","48.7","0","26868","0.999","0","0.85","1.203","22.8","132"
"7","2016-05-11 14:42:38","1008.2","12.57","10.86","102.7","7.11","103.8","37.2","48.8","0","26871","0.999","0","1.07","1.521","22.8","132"
"8","2016-05-11 14:42:48","1008.1","12.53","10.89","102.8","7.12","96.3","37.2","48.9","0","26859","0.999","0","1.22","1.732","22.8","132"
"9","2016-05-11 14:42:58","1008.1","12.49","10.89","102.8","7.12","91.4","37.2","48.8","0","26894","0.999","0","1.3","1.853","22.8","132"
"10","2016-05-11 14:43:08","1008.2","12.46","10.89","102.7","7.12","87.2","37.2","48.9","0","26878","0.999","0","1.52","2.16","22.9","132"
"11","2016-05-11 14:43:18","1008.1","12.44","10.92","102.8","7.13","83.5","37.2","49","0","26864","0.999","0","1.75","2.494","22.9","132"
"12","2016-05-11 14:43:28","1008.3","12.39","10.93","102.9","7.13","80.8","37.2","49","0","26867","0.999","0","1.98","2.81","22.9","132"
"13","2016-05-11 14:43:38","1008.1","12.35","10.94","102.9","7.14","77.1","37.2","49.1","0","26867","0.999","0","2.09","2.969","23","132"
"14","2016-05-11 14:43:48","1008.1","12.32","10.95","102.9","7.13","75.2","37.2","49.1","0","26863","0.999","0","2.3","3.278","23","132"
"15","2016-05-11 14:43:58","1008.2","12.31","10.94","102.8","7.14","73.1","37.2","49.1","0","26890","0.999","0","2.54","3.613","23.1","132"
"16","2016-05-11 14:44:08","1008.2","12.3","10.94","102.7","7.12","72.5","37.2","49.1","0","26876","0.999","0","2.77","3.935","23.2","132"
"17","2016-05-11 14:44:18","1008.2","12.27","10.94","102.7","7.13","70.2","37.2","49.1","0","26876","0.999","0","3.08","4.382","23.3","132"
"18","2016-05-11 14:44:28","1008.2","12.26","10.95","102.8","7.15","68.8","37.2","49.1","0","26904","0.999","0","3.11","4.42","23.4","132"
"19","2016-05-11 14:44:38","1008.2","12.26","10.94","102.6","7.15","67.2","37.2","49.2","0","26884","0.999","0","3.35","4.769","23.5","132"
"20","2016-05-11 14:44:48","1008.1","12.25","10.95","102.7","7.16","66.8","37.2","49.2","0","26881","0.999","0","3.38","4.807","23.5","132"
"21","2016-05-11 14:44:58","1008.1","12.22","10.94","102.6","7.16","66.3","37.2","49.2","0","26881","0.999","0","3.66","5.212","23.6","132"
"22","2016-05-11 14:45:08","1008.1","12.22","10.95","102.6","7.17","64.7","37.2","49.2","0","26881","0.999","0","3.71","5.27","23.7","132"
"23","2016-05-11 14:45:18","1008.1","12.21","10.95","102.6","7.15","65.1","37.2","49.2","0","26886","0.999","0","3.93","5.595","23.8","132"
"24","2016-05-11 14:45:28","1008","12.21","10.95","102.6","7.15","64.3","37.2","49.2","0","26888","0.999","0","4.01","5.71","23.9","132"
"25","2016-05-11 14:45:38","1008.2","12.21","10.94","102.6","7.16","63.2","37.2","49.2","0","26904","0.999","0","4.02","5.723","24","132"
"26","2016-05-11 14:45:48","1008.1","12.2","10.94","102.5","7.15","62.5","37.2","49.2","0","26882","0.999","0","4.23","6.016","24.1","132"
"27","2016-05-11 14:45:58","1008.1","12.17","10.93","102.4","7.15","62.9","37.2","49.2","0","26888","0.999","0","4.43","6.299","24.2","132"
"28","2016-05-11 14:46:08","1008.1","12.17","10.94","102.4","7.17","62.7","37.2","49.2","0","26912","0.999","0","4.5","6.394","24.3","132"
"29","2016-05-11 14:46:18","1008.2","12.17","10.95","102.5","7.17","62.3","37.2","49.3","0","26893","0.999","0","4.68","6.653","24.4","132"
"30","2016-05-11 14:46:28","1008.2","12.17","10.94","102.5","7.18","61.1","37.2","49.2","0","26897","0.999","0","4.6","6.545","24.5","132"
"31","2016-05-11 14:46:38","1008","12.17","10.95","102.5","7.17","61.4","37.2","49.2","0","26903","0.999","0","4.86","6.913","24.5","132"
"32","2016-05-11 14:46:48","1008","12.16","10.93","102.4","7.17","60.8","37.2","49.2","0","26899","0.999","0","4.83","6.867","24.6","132"
"33","2016-05-11 14:46:58","1008.2","12.15","10.92","102.2","7.19","60.4","37.2","49.2","0","26915","0.999","0","5.03","7.149","24.8","132"
"34","2016-05-11 14:47:08","1008.1","12.15","10.94","102.4","7.18","59.8","37.1","49.2","0","26923","0.999","0","5.23","7.435","24.8","132"
"35","2016-05-11 14:47:18","1008.1","12.13","10.94","102.4","7.18","61.3","37.1","49.2","0","26931","1","0","5.36","7.63","24.9","132"
"36","2016-05-11 14:47:28","1008.1","12.13","10.93","102.3","7.18","62","36.8","48.8","0","27175","1","0","5.42","7.71","25","132"
"37","2016-05-11 14:47:38","1008","12.12","10.92","102.1","7.18","63","37.9","50.2","0","26390","1","0","5.47","7.783","25","132"
"38","2016-05-11 14:47:48","1008","12.11","10.9","101.9","7.14","64.2","39.1","51.9","0","25552","1","0","5.49","7.815","25.1","132"
"39","2016-05-19 08:48:08","1010.5","16.16","9.77","99.6","7.03","193.7","40.7","48.9","0","24586","0.999","0","0.09","0.134","18.6","140"
"40","2016-05-19 08:48:09","1010.5","15.85","9.77","99.6","7.03","193.7","40.7","48.9","0","24586","0.999","0","0.09","0.134","18.6","140"
"41","2016-05-19 08:48:18","1010.5","15.75","10.15","102.4","6.96","171.6","39.9","48.5","0","25051","0.999","0","0.19","0.277","18.8","140"
"42","2016-05-19 08:48:28","1010.5","15.71","10.16","102.7","6.94","154.4","39.8","48.4","0","25107","0.999","0","0.2","0.279","18.9","140"
"43","2016-05-19 08:48:38","1010.6","15.35","10.25","102.9","6.92","140.6","39.8","48.7","0","25110","0.999","0","0.16","0.227","19.1","140"
"44","2016-05-19 08:48:48","1010.5","15.21","10.32","103.2","6.9","129.9","39.8","48.9","0","25131","0.999","0","0.33","0.464","19.3","140"
"45","2016-05-19 08:48:58","1010.5","15.08","10.33","103.2","6.92","119.6","39.7","48.9","0","25167","0.999","0","0.61","0.866","19.4","140"
"46","2016-05-19 08:49:08","1010.6","14.94","10.39","103.3","6.94","111.5","39.7","49.1","0","25199","0.999","0","0.63","0.889","19.5","140"
"47","2016-05-19 08:49:18","1010.6","14.79","10.39","103","6.94","105.6","39.6","49.1","0","25256","0.999","0","0.63","0.894","19.7","140"
"48","2016-05-19 08:49:28","1010.4","14.76","10.42","103.1","6.94","100.4","39.6","49.2","0","25251","0.999","0","0.73","1.033","19.8","140"
"49","2016-05-19 08:49:38","1010.5","14.68","10.44","103.2","6.96","96","39.6","49.3","0","25254","0.999","0","0.97","1.381","19.9","140"
"50","2016-05-19 08:49:48","1010.6","14.67","10.45","103.2","6.95","92.6","39.6","49.4","0","25234","0.999","0","1.25","1.774","20.1","140"
"51","2016-05-19 08:49:58","1010.5","14.59","10.45","103.2","6.96","89.2","39.6","49.3","0","25273","0.999","0","1.51","2.142","20.2","140"
"52","2016-05-19 08:50:09","1010.5","14.54","10.45","103","6.98","86.2","39.6","49.4","0","25279","0.999","0","1.66","2.356","20.3","140"
"53","2016-05-19 08:50:18","1010.5","14.49","10.46","103","6.99","83.4","39.5","49.3","0","25330","0.999","0","1.69","2.398","20.4","140"
"54","2016-05-19 08:50:28","1010.5","14.45","10.46","102.8","6.99","81.7","39.5","49.5","0","25320","0.999","0","1.76","2.507","20.6","140"
"55","2016-05-19 08:50:38","1010.6","14.37","10.45","102.6","6.99","80.6","39.4","49.4","0","25360","0.999","0","1.87","2.656","20.7","140"
"56","2016-05-19 08:50:48","1010.6","14.31","10.47","102.6","7","79.6","39.4","49.5","0","25380","0.999","0","1.98","2.819","20.8","140"
"57","2016-05-19 08:50:58","1010.5","14.27","10.44","102.3","6.99","78.3","39.4","49.5","0","25408","0.999","0","2.09","2.966","20.9","140"
"58","2016-05-19 08:51:08","1010.5","14.22","10.44","102.2","7.01","77.1","39.3","49.5","0","25419","0.999","0","2.22","3.164","21","140"
"59","2016-05-19 08:51:18","1010.5","14.17","10.45","102.1","7.01","76.2","39.2","49.4","0","25503","0.999","0","2.4","3.411","21.1","140"
"60","2016-05-19 08:51:28","1010.7","14.04","10.4","101.5","7.01","75.8","39","49.2","0","25634","0.999","0","2.5","3.552","21.2","140"
"61","2016-05-19 08:51:38","1010.5","13.91","10.33","100.5","7.02","74.8","38.8","49.2","0","25740","0.999","0","2.66","3.787","21.3","140"
"62","2016-05-19 08:51:48","1010.5","13.84","10.28","99.8","7.03","75.1","38.7","49.1","0","25845","0.999","0","2.85","4.05","21.4","140"
"63","2016-05-19 08:51:58","1010.7","13.77","10.26","99.3","7.01","74.6","38.6","49.1","0","25899","0.999","0","3","4.268","21.5","140"
"64","2016-05-19 08:52:09","1010.6","13.63","10.26","99.3","7.03","74.2","38.5","49.1","0","25948","0.999","0","3.14","4.467","21.6","140"
"65","2016-05-19 08:52:18","1010.5","13.49","10.27","98.9","7.04","73.5","38.4","49.1","0","26048","0.999","0","3.26","4.637","21.7","140"
"66","2016-05-19 08:52:28","1010.6","13.33","10.27","98.7","7.03","72.8","38.3","49.1","0","26136","0.999","0","3.41","4.843","21.8","140"
"67","2016-05-19 08:52:38","1010.6","13.27","10.28","98.5","7.05","72.3","38.2","49.3","0","26151","0.999","0","3.57","5.084","21.9","140"
"68","2016-05-19 08:52:48","1010.5","13.25","10.27","98.4","7.05","71.8","38.2","49.3","0","26146","0.999","0","3.68","5.24","21.9","140"
"69","2016-05-19 08:52:58","1010.6","13.22","10.27","98.2","7.06","71.3","38.3","49.3","0","26137","0.999","0","3.77","5.365","22","140"
"70","2016-05-19 08:53:08","1010.5","13.18","10.28","98.3","7.05","71.9","38.3","49.4","0","26141","0.999","0","3.87","5.499","22.1","140"
"71","2016-05-19 08:53:18","1010.5","13.13","10.27","98","7.06","71.2","38.2","49.4","0","26153","0.999","0","3.99","5.676","22.2","140"
"72","2016-05-19 08:53:28","1010.5","13.09","10.24","97.7","7.06","71.2","38.2","49.5","0","26156","0.999","0","4.07","5.782","22.2","140"
"73","2016-05-19 08:53:38","1010.7","13.04","10.24","97.6","7.06","71.4","38.2","49.5","0","26166","0.999","0","4.19","5.964","22.3","140"
"74","2016-05-19 08:53:48","1010.6","12.99","10.2","97.1","7.07","70.8","38.2","49.5","0","26183","0.999","0","4.28","6.085","22.3","140"
"75","2016-05-19 08:53:58","1010.6","12.9","10.19","96.9","7.05","72.6","38.2","49.6","0","26185","0.999","0","4.36","6.204","22.4","140"
"76","2016-05-19 08:54:09","1010.6","12.85","10.19","96.7","7.06","72","38.1","49.6","0","26234","0.999","0","4.39","6.247","22.4","140"
"77","2016-05-19 08:54:18","1010.5","12.79","10.16","96.3","7.06","71.3","38.1","49.6","0","26253","0.999","0","4.53","6.442","22.4","140"
"78","2016-05-19 08:54:28","1010.5","12.76","10.13","95.9","7.07","70.9","38.1","49.7","0","26266","0.999","0","4.61","6.559","22.5","140"
"79","2016-05-19 08:54:38","1010.6","12.69","10.11","95.7","7.07","71.5","38.1","49.8","0","26253","0.999","0","4.65","6.613","22.6","140"
"80","2016-05-19 08:54:48","1010.6","12.65","10.11","95.5","7.06","71.5","38","49.8","0","26289","0.999","0","4.69","6.677","22.6","140"
"81","2016-05-19 08:54:58","1010.6","12.62","10.09","95.3","7.07","71.3","38","49.8","0","26297","0.999","0","4.78","6.8","22.6","140"
"82","2016-05-19 08:55:08","1010.6","12.58","10.05","94.8","7.08","71.8","38.1","49.9","0","26250","0.999","0","4.84","6.88","22.6","140"
"83","2016-05-19 08:55:18","1010.6","12.54","10","94.3","7.08","71.4","38.1","49.9","0","26264","0.999","0","4.87","6.921","22.6","140"
"84","2016-05-19 08:55:28","1010.5","12.51","9.98","94","7.06","72","38.1","50","0","26246","0.999","0","4.97","7.076","22.7","140"
"85","2016-05-19 08:55:38","1010.5","12.49","9.97","93.8","7.07","71.4","38.1","50","0","26257","0.999","0","4.98","7.083","22.7","140"
"86","2016-05-19 08:55:48","1010.5","12.49","9.96","93.7","7.08","70.9","38.1","50","0","26271","0.999","0","4.98","7.088","22.8","140"
"87","2016-05-19 08:55:58","1010.6","12.49","9.95","93.6","7.08","70.9","38.1","50","0","26263","0.999","0","5.02","7.139","22.9","140"
"88","2016-05-19 08:56:09","1010.5","12.49","9.95","93.6","7.08","70.8","38.1","50.1","0","26243","0.999","0","5.02","7.138","22.9","140"
"89","2016-05-19 08:56:18","1010.5","12.47","9.93","93.5","7.06","71.6","38.1","50","0","26271","0.999","0","5.06","7.198","23.1","140"
"90","2016-05-19 08:56:28","1010.6","12.45","9.96","93.6","7.07","70.9","38.1","50.1","0","26251","0.999","0","5.07","7.205","23.1","140"
"91","2016-05-19 08:56:38","1010.6","12.45","9.95","93.5","7.07","70.6","38.1","50.1","0","26261","0.999","0","5.11","7.271","23.2","140"
"92","2016-05-19 08:56:48","1010.6","12.44","9.95","93.5","7.08","70.2","38.1","50.1","0","26256","0.999","0","5.13","7.301","23.3","140"
"93","2016-05-19 08:56:59","1010.6","12.44","9.96","93.6","7.08","70","38.4","50.6","0","26022","0.999","0","5.14","7.313","23.4","140"
"94","2016-05-19 08:57:08","1010.7","12.44","9.95","93.5","7.09","69.7","38.3","50.4","0","26084","0.999","0","5.14","7.311","23.4","140"
"95","2016-05-19 08:57:18","1010.6","12.44","9.95","93.5","7.09","69.7","38.3","50.4","0","26113","0.999","0","5.15","7.322","23.5","140"
"96","2016-06-01 10:15:00","1013.1","21.03","8.75","98.4","7.5","106.2","47.1","50.9","0","21223","0.998","0","0.23","0.325","26.1","153"
"97","2016-06-01 10:15:07","1013.1","21.02","8.76","98.3","7.44","102.6","47.1","50.9","0","21245","0.998","0","0.22","0.318","26.2","153"
"98","2016-06-01 10:15:17","1013.1","20.97","8.76","98.3","7.42","98.7","47","50.9","0","21275","0.998","0","0.28","0.403","26.3","153"
"99","2016-06-01 10:15:27","1013","20.95","8.76","98.3","7.38","96.5","47","51","0","21262","0.998","0","0.27","0.39","26.4","153"
"100","2016-06-01 10:15:37","1013","20.93","8.77","98.3","7.37","92.6","47.1","51","0","21250","0.998","0","0.3","0.432","26.6","153"
"101","2016-06-01 10:15:47","1013.1","20.93","8.77","98.3","7.34","90.5","47","51","0","21258","0.998","0","0.35","0.502","26.7","153"
"102","2016-06-01 10:15:57","1013.1","20.86","8.78","98.3","7.33","88.5","47","51","0","21263","0.998","0","0.5","0.71","26.9","153"
"103","2016-06-01 10:16:07","1013.2","20.83","8.79","98.3","7.33","86.2","47.1","51.1","0","21251","0.998","0","0.64","0.907","27","153"
"104","2016-06-01 10:16:17","1013","20.79","8.79","98.2","7.31","84.6","47","51.1","0","21299","0.998","0","0.74","1.049","27.2","153"
"105","2016-06-01 10:16:27","1013","20.8","8.79","98.3","7.31","82.8","47","51.1","0","21275","0.998","0","0.8","1.141","27.3","153"
"106","2016-06-01 10:16:37","1013.1","20.75","8.79","98.2","7.3","81.7","47","51.1","0","21282","0.998","0","0.95","1.352","27.5","153"
"107","2016-06-01 10:16:47","1013.1","20.75","8.8","98.3","7.28","80","47","51.1","0","21290","0.998","0","1.07","1.525","27.6","153"
"108","2016-06-01 10:16:57","1013.1","20.72","8.81","98.3","7.28","78.6","46.9","51.1","0","21315","0.998","0","1.26","1.785","27.7","153"
