"","Created","Baro..mbar.","Temp..C.","RDO..mg.L.","RDO.Sat....","pH..pH.","ORP..mV.","Act.Cond..µS.cm.","Sp.Cond..µS.cm.","Salinity..psu.","Resist..Ohm.cm.","Density..g.cm.3.","TDS..ppt.","Depth..m.","Pressure..psi.","Air.Temp..C.","YearDay"
"1","","","","","","","","","","","","","","","","",""
"2","2019-02-28 11:32:48","1011.3","0.45","13.09","90.7","8.65","48","38","71.6","0","26349","1","0","0.45","0.796","6.4","59"
"3","2019-02-28 11:32:54","1011.3","0.24","13.08","90.7","8.74","48.6","35.7","67.3","0","28031","1","0","0.01","0.168","6.4","59"
"4","2019-02-28 11:33:14","1011.2","0.24","13.09","90.3","8.62","52.1","37","70.2","0","27026","1","0","0.07","0.255","6.2","59"
"5","2019-02-28 11:33:24","1011.3","0.24","13.07","90.2","8.61","52.1","37.4","71","0","26715","1","0","0.09","0.285","6.1","59"
"6","2019-02-28 11:33:34","1011.3","0.27","13.05","90","8.62","51.7","37.4","71","0","26706","1","0","0.11","0.303","6","59"
"7","2019-02-28 11:33:44","1011.2","0.27","13","89.8","8.59","53.3","37.5","71","0","26664","1","0","0.09","0.275","5.9","59"
"8","2019-02-28 11:33:54","1011.3","0.26","13.03","89.9","8.59","53.3","37.6","71.4","0","26572","1","0","0.08","0.264","5.8","59"
"9","2019-02-28 11:34:04","1011.3","0.28","13","89.8","8.59","53","37.7","71.4","0","26535","1","0","0.09","0.286","5.7","59"
"10","2019-02-28 11:34:14","1011.3","1.25","13.09","90.4","8.46","57.4","37.7","71.6","0","26492","1","0","0.69","1.129","5.6","59"
"11","2019-02-28 11:34:24","1011.3","2.63","12.79","94.2","8.49","55.4","40.8","71.4","0","24482","1","0","1.08","1.688","5.4","59"
"12","2019-02-28 11:34:34","1011.3","2.76","12.68","93.5","8.51","55.5","40.6","70.9","0","24613","1","0","1.08","1.682","5.3","59"
"13","2019-02-28 11:34:44","1011.3","2.81","12.48","92.5","8.51","56.1","40.6","70.5","0","24610","1","0","1.07","1.677","5.2","59"
"14","2019-02-28 11:34:54","1011.4","2.8","12.43","92.1","8.5","56.6","40.6","70.5","0","24628","1","0","1.07","1.676","5.1","59"
"15","2019-02-28 11:35:04","1011.3","2.81","12.4","91.9","8.49","57.5","40.6","70.5","0","24611","1","0","1.07","1.676","5","59"
"16","2019-02-28 11:35:14","1011.4","2.91","12.39","91.9","8.43","60.6","40.9","71","0","24423","1","0","1.05","1.65","4.9","59"
"17","2019-02-28 11:35:24","1011.4","3.04","12.35","91.8","8.42","62.8","41.2","71.2","0","24277","1","0","1.06","1.661","4.8","59"
"18","2019-02-28 11:35:34","1011.4","3.42","12.53","93.6","8.4","61.8","41.5","71.3","0","24085","1","0","1.32","2.031","4.7","59"
"19","2019-02-28 11:35:44","1011.4","3.63","12.32","93","8.4","62.1","41.8","70.8","0","23936","1","0","1.55","2.353","4.7","59"
"20","2019-02-28 11:35:54","1011.3","3.83","12.2","92.4","8.34","66.1","42.1","71.2","0","23730","1","0","1.81","2.722","4.6","59"
"21","2019-02-28 11:36:04","1011.4","3.85","12.06","92","8.37","66.1","42.3","70.9","0","23645","1","0","2.11","3.152","4.5","59"
"22","2019-02-28 11:36:14","1011.4","3.93","12.01","91.7","8.32","67.4","42.3","70.8","0","23630","1","0","2.14","3.188","4.4","59"
"23","2019-02-28 11:36:24","1011.3","3.87","12","91.5","8.36","65","42.3","70.9","0","23619","1","0","2.12","3.16","4.3","59"
"24","2019-02-28 11:36:34","1011.3","3.88","12","91.4","8.3","69.3","42.3","71","0","23640","1","0","2.11","3.159","4.3","59"
"25","2019-02-28 11:36:44","1011.4","3.92","11.96","91.3","8.34","66.2","42.3","70.8","0","23627","1","0","2.11","3.158","4.2","59"
"26","2019-02-28 11:36:54","1011.3","3.93","11.96","91.2","8.31","69.3","42.3","70.9","0","23620","1","0","2.1","3.145","4.1","59"
"27","2019-02-28 11:37:04","1011.4","3.93","11.93","91.1","8.32","67.1","42.4","70.9","0","23586","1","0","2.19","3.259","4.1","59"
"28","2019-02-28 11:37:14","1011.3","3.93","11.94","91.1","8.33","66.9","42.3","70.8","0","23636","1","0","2.2","3.273","4","59"
"29","2019-02-28 11:37:24","1011.3","3.93","11.94","91.1","8.34","66.8","42.4","70.9","0","23602","1","0","2.19","3.261","3.9","59"
"30","2019-02-28 11:37:34","1011.3","4","11.94","91.1","8.22","74","42.4","70.9","0","23590","1","0","2.24","3.339","3.9","59"
"31","2019-02-28 11:37:44","1011.3","4.06","11.85","90.8","8.26","69.8","42.7","71.2","0","23403","1","0","3.02","4.451","3.8","59"
"32","2019-02-28 11:37:54","1011.4","4.08","11.81","90.5","8.25","70.1","42.8","71.2","0","23376","1","0","3.1","4.558","3.7","59"
"33","2019-02-28 11:38:04","1011.4","4.07","11.78","90.3","8.27","69.5","42.7","71.1","0","23413","1","0","3.09","4.545","3.7","59"
"34","2019-02-28 11:38:14","1011.4","4.06","11.77","90.1","8.28","69.1","42.7","71.2","0","23412","1","0","3.09","4.553","3.6","59"
"35","2019-02-28 11:38:24","1011.4","4.06","11.78","90.2","8.28","69.1","42.7","71.2","0","23411","1","0","3.1","4.553","3.5","59"
"36","2019-02-28 11:38:34","1011.4","4.06","11.77","90.1","8.28","69","42.7","71.2","0","23421","1","0","3.09","4.545","3.4","59"
"37","2019-02-28 11:38:44","1011.3","4.06","11.77","90.2","8.25","70.7","42.8","71.3","0","23380","1","0","3.09","4.542","3.3","59"
"38","2019-02-28 11:38:54","1011.4","4.06","11.77","90.1","8.26","70.2","42.7","71.1","0","23424","1","0","3.08","4.537","3.2","59"
"39","2019-02-28 11:39:04","1011.4","4.06","11.77","90.1","8.26","70.1","42.7","71.2","0","23400","1","0","3.09","4.549","3.2","59"
"40","2019-02-28 11:39:14","1011.4","4.13","11.78","90.2","8.12","75.5","42.8","71.4","0","23351","1","0","3.81","5.567","3.1","59"
"41","2019-02-28 11:39:24","1011.4","4.18","11.71","89.9","8.18","77.5","43","71.4","0","23263","1","0","4.2","6.128","3","59"
"42","2019-02-28 11:39:34","1011.4","4.18","11.62","89.2","8.19","72.5","43","71.5","0","23230","1","0","4.24","6.178","2.9","59"
"43","2019-02-28 11:39:44","1011.4","4.18","11.57","88.9","8.19","72.9","43","71.4","0","23249","1","0","4.26","6.206","2.8","59"
"44","2019-02-28 11:39:54","1011.4","4.17","11.54","88.6","8.17","73.2","43.1","71.5","0","23223","1","0","4.26","6.207","2.7","59"
"45","2019-02-28 11:40:04","1011.5","4.18","11.54","88.6","8.15","73.9","43","71.5","0","23243","1","0","4.23","6.168","2.6","59"
